State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
Oklahoma,35,510,0,1,37,181,76,30,177,98,15,228,136,10,5,3,1,2,0
Idaho,77,510,0,1,29,211,89,35,223,97,19,148,106,6,9,9,2,2,0
Oregon,124,510,0,0,0,169,108,28,178,91,15,242,82,10,12,3,3,1,0
South Dakota,30,415,0,0,0,247,107,42,175,76,14,287,90,12,11,2,3,0,0
Delaware,53,415,0,1,32,131,63,22,227,125,19,178,105,8,12,2,3,2,0
Connecticut,100,510,1,0,0,107,98,18,86,122,7,156,117,7,9,4,2,1,0
Minnesota,59,408,0,1,32,211,120,36,202,136,17,213,95,9,8,5,2,1,0
Washington,143,510,0,0,0,160,120,27,285,104,24,182,85,8,6,4,1,3,0
Mississippi,111,408,0,0,0,294,90,50,294,72,25,260,121,11,10,3,2,1,1
Washington,143,510,0,0,0,133,107,22,223,117,19,180,85,8,10,13,2,1,0
Ohio,68,415,1,1,24,125,92,21,275,98,23,214,108,9,14,6,3,3,1
Tennessee,93,510,1,0,0,168,114,28,276,127,23,196,48,8,11,3,3,1,0
West Virginia,144,510,0,1,38,105,86,17,121,123,10,221,122,9,3,4,1,0,0
Wisconsin,93,415,0,0,0,152,141,25,215,107,18,262,111,11,12,7,3,1,0
Oklahoma,149,510,1,0,0,180,79,30,194,83,16,197,109,8,8,9,2,3,0
West Virginia,23,510,0,1,31,156,84,26,161,96,13,294,107,13,9,6,2,1,0
Kansas,164,510,0,1,30,238,100,40,230,121,19,206,66,9,13,8,3,1,0
North Carolina,104,415,0,1,18,182,66,30,213,65,18,193,108,8,13,9,3,2,0
Wisconsin,184,408,0,1,12,200,76,34,253,105,21,149,93,6,10,5,2,0,0
Utah,61,415,1,1,29,128,119,21,171,83,14,250,114,11,11,6,3,3,0
Indiana,115,415,0,0,0,226,101,38,276,60,23,213,82,9,12,4,3,3,1
Arkansas,33,408,0,0,0,251,81,42,194,96,16,211,87,9,8,3,2,2,0
Maine,100,510,0,0,0,264,117,44,194,111,16,262,111,11,7,4,2,2,1
Alaska,121,408,0,1,34,245,95,41,216,66,18,112,125,5,7,8,2,0,0
Michigan,142,415,1,0,0,140,140,23,228,119,19,152,88,6,10,7,2,1,0
Washington,121,510,0,0,0,255,93,43,266,97,22,197,118,8,8,3,2,3,1
South Dakota,87,415,0,1,33,125,99,21,235,81,20,215,95,9,10,7,2,2,0
South Dakota,34,408,0,0,0,180,65,30,280,99,23,292,105,13,5,3,1,1,0
Alaska,177,415,1,0,0,248,118,42,172,73,14,191,87,8,11,2,3,1,1
Massachusetts,58,415,0,1,30,178,111,30,236,109,20,264,118,11,8,2,2,0,0
Arkansas,113,415,1,0,0,122,112,20,131,94,11,169,106,7,10,9,2,5,1
Oregon,89,415,0,0,0,111,101,18,122,94,10,180,85,8,12,2,3,3,0
North Carolina,77,408,1,1,44,103,117,17,236,86,20,203,101,9,11,2,3,0,1
New Jersey,93,415,0,0,0,146,85,24,216,95,18,233,82,10,11,3,3,0,0
Ohio,160,415,0,0,0,206,66,35,241,109,20,227,102,10,11,6,3,0,0
New Mexico,55,415,0,0,0,132,103,22,279,114,23,180,74,8,13,4,3,0,0
Ohio,88,408,0,0,0,274,105,46,161,121,13,194,123,8,9,4,2,2,0
Michigan,63,510,0,0,0,185,87,31,225,87,19,194,93,8,11,3,3,0,0
Illinois,57,415,0,1,30,179,105,30,283,83,24,228,77,10,14,5,3,1,0
Rhode Island,138,510,1,0,0,286,61,48,187,60,15,146,114,6,11,4,2,2,1
Arkansas,115,408,0,0,0,268,115,45,153,106,13,232,65,10,17,1,4,3,0
New York,171,415,0,0,0,137,110,23,198,109,16,292,131,13,13,5,3,2,0
North Carolina,127,510,0,0,0,134,79,22,221,114,18,113,118,5,15,2,4,1,0
Oregon,61,415,0,0,0,234,76,39,216,108,18,130,122,5,13,2,3,1,0
Vermont,131,415,0,0,0,175,73,29,171,116,14,131,94,5,7,6,1,1,0
South Dakota,88,408,0,0,0,142,107,24,262,84,22,139,99,6,10,5,2,1,0
District of Columbia,130,510,0,0,0,132,81,22,200,110,17,202,103,9,6,1,1,2,0
Rhode Island,89,415,0,1,24,97,98,16,207,67,17,214,126,9,5,2,1,0,0
Idaho,82,415,0,0,0,266,83,45,229,74,19,251,99,11,11,6,2,3,1
Minnesota,115,415,0,0,0,200,92,34,244,107,20,190,96,8,8,3,2,1,0
West Virginia,117,510,1,0,0,198,121,33,249,104,21,162,115,7,10,5,2,1,0
New Hampshire,60,415,0,0,0,180,67,30,208,68,17,181,101,8,12,6,3,2,0
Wisconsin,62,415,0,0,0,86,84,14,238,99,20,238,79,10,12,1,3,2,0
Indiana,131,408,0,0,0,240,108,40,167,91,14,322,109,14,14,8,3,3,0
Indiana,65,408,0,0,0,207,109,35,217,117,18,125,111,5,8,5,2,1,0
Oregon,142,510,0,1,22,224,114,38,146,106,12,241,98,10,8,2,2,1,0
Oklahoma,134,415,0,0,0,164,115,28,126,96,10,238,125,10,10,9,2,2,0
New Jersey,139,415,0,1,43,231,85,39,222,82,18,148,105,6,8,5,2,2,0
Arkansas,76,408,0,0,0,107,140,18,238,133,20,271,116,12,10,3,2,4,1
Utah,100,408,0,0,0,185,122,31,182,92,15,274,92,12,5,8,1,1,0
District of Columbia,99,415,0,1,31,244,71,41,203,58,17,234,115,10,7,4,2,3,0
Ohio,106,415,0,1,30,220,105,37,222,109,18,158,96,7,13,8,3,0,0
Kansas,170,415,0,1,42,199,119,33,135,90,11,184,49,8,10,3,2,4,1
South Carolina,78,415,0,0,0,109,105,18,286,90,24,247,113,11,4,9,1,1,0
Tennessee,39,408,0,0,0,187,110,31,114,116,9,104,83,4,13,5,3,1,0
Michigan,119,510,1,1,22,172,119,29,223,133,19,150,94,6,13,20,3,1,1
Rhode Island,95,408,0,0,0,160,133,27,215,98,18,188,87,8,9,4,2,0,0
Missouri,116,408,0,0,0,51,106,8,208,137,17,198,92,8,12,3,3,1,0
Tennessee,110,415,0,0,0,227,88,38,170,96,14,128,57,5,11,5,3,1,0
Connecticut,74,510,0,0,0,203,77,34,205,111,17,154,109,6,9,2,2,1,0
Maine,148,408,0,1,33,241,84,41,165,84,14,160,80,7,11,3,3,1,0
Maryland,83,510,0,0,0,78,70,13,239,115,20,144,112,6,12,4,3,1,0
North Carolina,73,408,0,0,0,187,95,31,149,143,12,201,113,9,11,4,2,2,0
South Carolina,111,415,0,1,21,127,94,21,228,116,19,166,108,7,7,3,1,1,0
Louisiana,75,510,1,0,0,153,78,26,210,99,17,153,100,6,7,3,2,1,0
Illinois,71,510,1,0,0,186,114,31,198,140,16,206,80,9,13,5,3,4,1
Indiana,58,415,0,1,22,224,127,38,238,85,20,174,86,7,11,7,3,2,0
Oklahoma,172,408,0,0,0,203,109,34,234,123,19,160,65,7,17,4,4,4,0
Iowa,45,415,0,0,0,211,87,35,165,97,14,265,72,11,13,6,3,1,0
Vermont,100,408,1,0,0,219,112,37,225,102,19,255,95,11,12,4,3,4,0
New York,94,415,0,0,0,190,91,32,92,107,7,224,108,10,13,17,3,2,0
Louisiana,128,415,0,0,0,147,94,25,283,83,24,188,124,8,6,5,1,2,0
South Carolina,181,408,0,0,0,229,130,39,144,93,12,262,110,11,14,4,3,2,0
Idaho,127,408,0,0,0,102,128,17,143,95,12,191,97,8,10,5,2,1,0
Missouri,89,415,0,0,0,178,81,30,233,74,19,131,120,5,9,4,2,1,0
Maine,149,415,0,1,18,148,106,25,114,106,9,178,98,8,6,4,1,0,0
Mississippi,103,510,0,1,29,164,111,27,219,96,18,220,108,9,12,9,3,0,0
South Dakota,163,415,1,0,0,197,90,33,188,113,16,211,94,9,7,8,2,1,0
Oklahoma,52,415,0,0,0,124,131,21,300,118,25,192,106,8,11,4,3,2,0
Wyoming,89,415,0,0,0,115,99,19,209,115,17,280,112,12,15,6,4,3,0
Georgia,122,510,1,0,0,140,101,23,196,77,16,120,133,5,9,4,2,4,1
Maryland,62,408,0,0,0,321,105,54,265,122,22,180,72,8,11,2,3,4,1
Indiana,117,415,0,0,0,118,126,20,249,97,21,227,56,10,13,3,3,5,1
Ohio,78,408,0,0,0,193,99,32,116,88,9,243,109,10,9,4,2,2,0
Ohio,96,415,0,0,0,106,128,18,284,87,24,178,92,8,14,7,4,1,0
South Carolina,79,415,0,0,0,134,98,22,189,68,16,221,128,9,11,5,3,2,0
Arizona,192,415,0,1,36,156,77,26,215,126,18,279,83,12,9,6,2,2,0
West Virginia,68,415,0,0,0,231,57,39,153,55,13,191,123,8,9,4,2,3,0
Rhode Island,28,510,0,0,0,180,109,30,288,58,24,191,91,8,14,6,3,2,0
Tennessee,74,415,0,1,25,234,113,39,265,82,22,241,77,10,13,4,3,0,0
Indiana,65,415,0,0,0,129,137,21,228,83,19,208,111,9,12,6,3,4,1
South Carolina,111,415,0,0,0,110,103,18,137,102,11,189,105,8,7,6,2,2,0
Hawaii,49,510,0,0,0,119,117,20,215,109,18,178,90,8,11,1,3,1,0
Alaska,36,408,0,1,30,146,128,24,162,80,13,129,109,5,14,6,3,0,0
Michigan,65,415,0,0,0,211,120,35,162,122,13,134,118,6,13,5,3,3,0
Idaho,119,415,0,0,0,159,114,27,231,117,19,143,91,6,8,3,2,5,1
Virginia,10,408,0,0,0,186,112,31,190,66,16,282,57,12,11,6,3,2,0
Minnesota,74,510,0,1,33,193,91,32,246,96,20,138,92,6,14,3,3,2,0
Hawaii,85,415,0,0,0,235,109,40,157,94,13,188,99,8,12,3,3,0,0
Minnesota,46,415,0,0,0,214,72,36,164,104,13,177,113,7,8,3,2,2,0
Vermont,128,510,0,1,29,179,104,30,225,86,19,323,78,14,8,7,2,0,0
Louisiana,155,415,0,0,0,203,100,34,190,104,16,196,119,8,8,4,2,0,1
Montana,73,415,0,0,0,160,110,27,213,72,18,174,72,7,13,4,3,0,0
Idaho,77,415,0,0,0,251,72,42,205,126,17,275,109,12,9,7,2,2,1
Massachusetts,108,415,0,0,0,178,137,30,189,76,16,129,102,5,14,5,3,0,0
Kentucky,95,408,0,0,0,135,99,22,183,106,15,245,102,11,12,9,3,1,0
Michigan,36,510,0,1,29,281,102,47,202,76,17,187,113,8,9,6,2,2,0
Colorado,141,415,0,1,32,148,91,25,131,97,11,219,142,9,10,1,2,1,0
Arizona,63,415,0,0,0,58,125,10,169,59,14,211,88,9,9,3,2,1,0
Idaho,97,408,0,0,0,239,125,40,214,111,18,143,81,6,8,5,2,2,0
California,75,408,0,0,0,166,125,28,158,86,13,256,80,11,6,5,1,1,0
Washington,127,408,0,0,0,146,91,24,203,78,17,203,110,9,13,3,3,1,0
Louisiana,121,408,0,0,0,181,121,30,218,98,18,161,103,7,8,5,2,1,0
Nebraska,117,415,0,0,0,102,119,17,206,91,17,299,105,13,10,7,2,1,0
Ohio,65,408,0,0,0,187,116,31,157,117,13,227,86,10,7,6,2,1,0
Missouri,6,510,0,0,0,183,117,31,256,72,21,178,79,8,10,2,2,1,0
Alabama,32,510,0,0,0,230,87,39,187,90,15,154,53,6,6,2,1,0,0
New Hampshire,64,408,0,1,27,182,91,30,169,98,14,164,86,7,10,5,2,2,0
New Mexico,25,415,0,0,0,119,87,20,211,101,17,268,86,12,10,4,2,3,0
Oregon,65,415,0,0,0,116,87,19,178,93,15,182,150,8,14,2,3,1,0
Michigan,127,415,0,0,0,202,103,34,229,86,19,195,113,8,11,3,3,2,0
Arizona,93,415,0,0,0,271,71,46,229,108,19,77,121,3,10,3,2,2,0
Indiana,122,415,0,0,0,243,98,41,83,72,7,179,84,8,13,8,3,2,0
Louisiana,99,415,0,0,0,241,72,40,155,98,13,188,109,8,11,10,3,1,0
Mississippi,65,415,0,0,0,136,112,23,272,96,23,220,104,9,4,2,1,1,0
Indiana,65,415,0,0,0,213,111,36,234,94,19,250,123,11,2,4,0,1,0
Kentucky,45,415,0,1,22,196,84,33,313,92,26,163,108,7,11,3,3,0,0
Minnesota,139,510,0,0,0,134,106,22,211,98,17,193,125,8,10,2,2,5,1
Arizona,94,408,0,0,0,181,85,30,202,98,17,245,97,11,9,2,2,4,0
New Mexico,119,510,0,1,23,154,114,26,278,137,23,228,112,10,11,4,3,2,0
Michigan,86,510,0,1,41,119,101,20,230,134,19,236,58,10,9,3,2,0,0
Florida,106,408,0,1,32,165,126,28,216,93,18,173,86,7,14,8,3,4,0
Kansas,92,408,1,0,0,62,111,10,180,126,15,221,80,9,10,2,2,1,1
South Carolina,78,510,0,0,0,168,110,28,221,73,18,241,136,10,12,1,3,1,0
North Carolina,155,408,0,0,0,262,55,44,194,113,16,146,85,6,8,6,2,2,0
Missouri,64,510,0,1,48,94,104,16,136,101,11,147,89,6,4,4,1,0,0
Washington,83,415,0,0,0,221,103,37,231,103,19,122,100,5,9,5,2,3,0
South Dakota,144,408,0,1,48,189,96,32,123,67,10,214,106,9,6,2,1,2,1
Montana,143,415,0,0,0,172,97,29,174,108,14,188,119,8,13,4,3,2,0
Minnesota,81,415,0,0,0,198,93,33,210,108,17,193,71,8,10,6,2,2,0
South Dakota,145,408,0,1,24,147,90,25,175,108,14,252,102,11,15,3,4,2,0
Oklahoma,89,510,0,0,0,303,95,51,260,114,22,312,89,14,5,3,1,1,1
Connecticut,199,415,0,1,34,230,121,39,219,99,18,299,94,13,8,2,2,0,0
Connecticut,96,415,0,1,37,172,93,29,120,116,10,216,86,9,10,5,2,5,1
Minnesota,94,415,0,0,0,181,98,30,199,88,16,287,114,12,6,5,1,1,0
Indiana,122,408,0,0,0,296,99,50,214,89,18,133,107,6,11,3,3,4,1
Oregon,77,510,0,0,0,233,104,39,266,94,22,212,104,9,7,3,2,2,0
Mississippi,64,408,1,0,0,236,77,40,218,85,18,194,97,8,13,2,3,2,1
California,124,408,1,0,0,244,89,41,188,80,16,206,114,9,11,4,3,1,0
Delaware,148,415,0,0,0,124,83,21,179,81,15,253,99,11,11,6,3,0,0
Mississippi,77,408,0,0,0,230,87,39,103,138,8,309,136,13,11,3,3,2,0
North Carolina,135,415,0,0,0,201,81,34,225,114,19,204,82,9,10,6,2,1,0
South Dakota,87,415,0,1,21,214,113,36,180,114,15,134,82,6,10,5,2,0,0
New Hampshire,54,510,0,0,0,210,102,35,204,83,17,127,53,5,8,5,2,1,0
Massachusetts,35,415,0,0,0,105,129,17,258,129,21,213,77,9,8,3,2,0,0
Texas,84,408,0,0,0,138,102,23,199,93,16,204,137,9,7,4,2,0,0
Oregon,94,415,0,0,0,234,103,39,279,109,23,234,121,10,2,2,0,1,1
Utah,96,408,0,1,26,145,108,24,192,89,16,165,96,7,9,2,2,1,0
Nevada,64,415,0,0,0,97,80,16,186,90,15,189,92,8,10,6,2,2,0
Nebraska,85,415,0,0,0,259,85,44,242,117,20,168,72,7,5,1,1,0,0
Arizona,117,408,0,0,0,239,84,40,174,106,14,209,93,9,9,2,2,0,0
District of Columbia,112,415,0,1,16,221,110,37,130,123,11,200,108,9,11,3,3,1,0
Massachusetts,129,510,1,0,0,192,131,32,185,101,15,205,130,9,10,4,2,1,0
Arizona,140,408,0,0,0,173,91,29,196,106,16,209,128,9,11,5,3,3,0
Michigan,81,415,0,0,0,153,99,26,197,102,16,198,86,8,6,2,1,2,0
Texas,70,510,0,0,0,59,103,10,257,106,21,208,86,9,11,6,3,0,0
Idaho,79,510,0,1,21,264,79,44,202,118,17,173,92,7,6,3,1,4,0
Alabama,85,408,0,0,0,127,107,21,271,124,23,202,76,9,12,5,3,0,0
South Dakota,91,510,0,0,0,149,115,25,245,105,20,260,94,11,8,3,2,0,0
Louisiana,149,415,0,1,20,198,77,33,274,88,23,190,76,8,14,9,3,1,0
Arizona,60,415,0,0,0,98,88,16,180,69,15,223,69,10,9,2,2,2,0
Rhode Island,115,408,0,0,0,147,109,25,228,117,19,299,90,13,9,9,2,3,0
Ohio,144,415,0,1,18,106,109,18,108,113,9,208,111,9,10,5,2,1,0
Arizona,86,415,0,1,32,70,163,12,166,121,14,244,105,11,11,5,3,3,0
Michigan,139,415,0,1,20,214,101,36,235,132,19,162,132,7,14,12,4,0,0
Nevada,124,408,0,0,0,151,123,25,187,104,15,255,93,11,5,3,1,1,0
Massachusetts,102,510,1,0,0,233,103,39,221,131,18,146,106,6,12,3,3,0,0
Indiana,78,415,0,0,0,208,119,35,252,132,21,280,120,12,12,7,3,0,0
Alabama,55,415,1,0,0,191,91,32,256,110,21,203,101,9,14,6,3,1,1
Maine,75,408,1,0,0,211,61,35,105,119,8,175,63,7,9,4,2,4,1
South Dakota,126,415,0,1,23,114,102,19,190,103,16,240,111,10,12,7,3,3,0
Missouri,92,415,0,0,0,154,122,26,329,88,28,288,117,12,5,2,1,3,1
Oklahoma,52,408,0,0,0,214,68,36,158,138,13,123,114,5,9,4,2,2,0
Illinois,87,510,0,0,0,231,105,39,171,108,14,67,136,3,13,6,3,1,0
New Jersey,95,415,0,1,22,40,126,6,133,90,11,264,91,11,11,7,3,0,0
Louisiana,67,510,0,0,0,310,97,52,66,123,5,246,99,11,9,10,2,4,0
Oregon,165,415,0,0,0,216,126,36,190,104,16,224,123,10,12,8,3,0,0
Rhode Island,150,415,0,1,29,209,77,35,158,52,13,141,113,6,6,1,1,0,0
North Carolina,26,415,0,0,0,234,109,39,216,129,18,191,94,8,3,6,0,3,0
Maryland,79,510,0,1,31,103,90,17,243,135,20,76,92,3,12,8,3,3,0
Wisconsin,69,510,1,0,0,279,90,47,248,91,21,171,118,7,8,10,2,2,1
Vermont,95,510,1,1,41,136,91,23,200,61,17,133,67,6,10,9,2,5,1
New York,157,415,0,0,0,224,111,38,200,99,17,116,118,5,11,2,3,2,0
Vermont,80,415,0,0,0,160,103,27,237,109,20,245,88,11,10,1,2,1,0
Arizona,75,510,0,1,37,121,97,20,271,110,23,248,97,11,11,5,3,2,0
West Virginia,44,510,0,0,0,228,121,38,276,79,23,279,77,12,9,5,2,2,1
Oklahoma,101,408,0,0,0,89,118,15,260,79,22,170,93,7,13,11,3,5,1
Wisconsin,117,408,0,1,14,80,81,13,219,103,18,122,102,5,8,2,2,1,0
Pennsylvania,82,408,0,0,0,125,96,21,207,137,17,183,103,8,12,2,3,1,0
New York,39,408,0,0,0,160,68,27,102,103,8,235,106,10,9,5,2,2,0
New Mexico,30,415,0,0,0,169,144,28,225,118,19,169,93,7,11,7,3,1,0
North Carolina,63,415,0,1,29,142,107,24,118,56,10,240,91,10,6,8,1,1,0
Wyoming,111,415,0,0,0,146,55,24,261,83,22,163,116,7,8,3,2,3,0
Pennsylvania,91,510,0,0,0,231,120,39,150,106,12,269,129,12,11,7,3,3,0
Nevada,105,415,1,1,29,220,82,37,217,110,18,190,100,8,13,6,3,1,1
Washington,166,408,1,1,35,128,138,21,274,113,23,298,130,13,8,7,2,2,0
Florida,79,510,0,0,0,130,119,22,290,121,24,194,140,8,14,6,3,3,0
Maine,105,408,0,1,33,209,68,35,146,140,12,121,131,5,10,3,2,2,0
Louisiana,172,415,0,0,0,215,140,36,146,84,12,264,83,11,7,1,1,3,0
Kansas,121,408,0,0,0,150,105,25,197,133,16,169,116,7,9,15,2,1,0
North Dakota,88,415,0,0,0,161,92,27,173,108,14,206,95,9,7,4,2,2,0
Arkansas,54,415,0,1,39,206,143,35,127,72,10,199,120,8,9,1,2,3,0
California,79,510,0,0,0,157,85,26,194,92,16,231,86,10,9,10,2,5,1
Minnesota,55,415,0,0,0,175,147,29,161,118,13,289,55,13,9,4,2,0,0
Montana,109,408,0,0,0,264,69,45,305,120,25,197,86,8,9,9,2,1,1
South Dakota,65,408,0,1,31,282,70,47,152,89,12,225,93,10,12,4,3,1,0
Montana,27,510,0,0,0,193,102,32,118,104,10,135,124,6,9,3,2,0,0
West Virginia,32,408,0,1,26,266,109,45,232,107,19,212,98,9,16,4,4,1,0
Connecticut,3,415,0,1,36,118,117,20,221,125,18,103,89,4,11,6,3,2,0
Delaware,119,415,0,0,0,176,90,30,224,81,19,204,77,9,7,15,2,1,0
Louisiana,43,415,0,0,0,241,101,41,129,121,11,264,104,11,5,3,1,1,0
Kansas,116,510,0,0,0,189,90,32,189,118,16,205,83,9,13,2,3,1,0
West Virginia,107,415,0,0,0,123,100,20,158,82,13,256,82,11,9,5,2,0,0
North Dakota,123,408,0,0,0,159,94,27,241,119,20,202,120,9,6,1,1,1,0
Alaska,110,408,0,0,0,100,90,17,233,93,19,204,57,9,11,8,3,3,0
Maine,176,415,0,0,0,223,76,37,214,131,18,154,80,6,10,2,2,3,0
Minnesota,13,510,0,1,21,315,105,53,208,71,17,260,123,11,12,3,3,3,0
Kansas,88,415,0,0,0,189,111,32,197,101,16,234,111,10,14,3,4,2,0
New Jersey,92,510,0,1,29,155,110,26,188,104,16,254,118,11,8,4,2,3,0
Wisconsin,165,510,0,0,0,154,91,26,268,108,22,188,99,8,10,4,2,6,0
Arkansas,156,415,0,0,0,178,94,30,178,97,15,169,77,7,7,3,2,1,0
Washington,63,408,0,0,0,149,104,25,273,75,23,206,72,9,9,4,2,0,0
Idaho,83,415,1,1,32,94,111,16,154,98,13,200,109,9,10,6,2,2,0
Virginia,158,415,0,0,0,222,101,37,203,128,17,210,106,9,6,2,1,2,0
West Virginia,115,510,1,0,0,249,95,42,242,104,20,151,121,6,15,6,4,1,1
Utah,103,510,0,1,36,87,92,14,169,110,14,166,80,7,10,5,2,6,1
New Jersey,64,415,0,0,0,224,111,38,190,101,16,221,110,9,9,2,2,1,0
Mississippi,86,510,0,1,39,261,122,44,214,101,18,154,101,6,12,5,3,2,0
Maine,151,415,0,1,26,196,98,33,175,111,14,221,124,9,13,5,3,0,0
New Mexico,87,510,1,0,0,167,119,28,198,119,16,133,88,5,11,6,2,1,0
Texas,90,415,0,0,0,109,88,18,137,108,11,159,121,7,11,5,2,2,0
Louisiana,108,510,0,1,30,276,99,47,220,113,18,177,95,8,9,6,2,2,0
Tennessee,33,415,0,1,35,186,124,31,261,69,22,317,103,14,15,5,4,0,0
Wisconsin,149,415,1,1,28,126,97,21,166,102,14,145,77,6,8,3,2,5,1
Montana,106,510,0,0,0,169,107,28,197,71,16,202,79,9,10,4,2,1,0
North Dakota,167,408,1,0,0,219,100,37,242,90,20,168,101,7,10,4,2,2,0
Wisconsin,35,510,0,1,27,241,87,41,142,101,12,288,68,13,9,4,2,1,0
Missouri,107,415,0,1,22,281,83,47,143,130,12,239,128,10,11,9,3,1,0
Arizona,92,415,1,1,45,281,88,47,198,103,16,94,76,4,7,3,2,0,0
Vermont,38,415,0,0,0,137,86,23,286,76,24,167,77,7,14,3,3,2,0
Virginia,68,408,1,0,0,148,126,25,219,125,18,198,121,8,14,7,3,1,1
Nebraska,123,510,0,0,0,194,118,32,242,114,20,146,108,6,12,4,3,1,0
Washington,75,510,0,1,41,130,115,22,203,110,17,171,68,7,12,4,3,1,0
New Mexico,153,408,0,0,0,185,127,31,208,73,17,206,124,9,15,3,4,1,0
Florida,143,415,0,0,0,119,117,20,287,136,24,223,100,10,12,4,3,0,0
South Carolina,87,408,0,0,0,322,106,54,204,93,17,186,128,8,9,4,2,2,1
Indiana,100,510,0,0,0,216,107,36,215,84,18,138,127,6,10,3,2,0,0
Florida,144,415,0,1,51,283,98,48,192,109,16,196,85,8,10,4,2,1,0
North Dakota,70,415,0,1,31,125,101,21,196,102,16,252,75,11,10,4,2,1,0
Massachusetts,136,408,1,0,0,199,89,33,211,96,17,72,84,3,11,4,2,3,1
Missouri,120,415,0,1,24,212,73,36,257,103,21,227,119,10,9,13,2,2,0
Wyoming,104,408,0,0,0,183,133,31,120,98,10,215,112,9,12,2,3,1,0
Nebraska,127,510,1,0,0,180,114,30,209,118,17,249,105,11,7,4,2,2,0
Idaho,122,510,0,1,33,270,96,46,220,110,18,169,104,7,11,8,3,4,0
Vermont,124,415,0,0,0,178,72,30,233,134,19,179,91,8,12,2,3,0,0
Virginia,89,415,0,1,32,209,113,35,249,104,21,224,92,10,8,7,2,1,0
Vermont,73,408,0,0,0,213,95,36,188,104,16,136,89,6,13,3,3,0,0
Mississippi,1,415,0,0,0,144,107,24,112,66,9,218,79,9,13,3,3,1,0
Kentucky,60,408,0,0,0,135,134,23,205,85,17,204,103,9,7,4,2,1,0
West Virginia,77,510,0,0,0,67,68,11,195,86,16,236,137,10,12,2,3,1,0
District of Columbia,76,415,0,0,0,224,121,38,147,97,12,183,74,8,6,2,1,2,0
Iowa,63,510,0,0,0,153,81,26,287,115,24,230,85,10,6,5,1,2,0
Minnesota,150,415,0,1,28,174,75,29,169,80,14,201,130,9,11,4,2,1,0
Vermont,101,415,0,0,0,153,89,26,234,89,19,196,77,8,11,2,3,4,0
Alaska,132,415,0,1,39,175,93,29,187,94,15,225,118,10,8,3,2,2,0
California,158,510,0,0,0,155,123,26,224,112,19,221,116,9,8,8,2,2,0
Mississippi,114,415,0,1,34,154,109,26,221,142,18,208,103,9,10,5,2,0,0
Arkansas,77,415,0,1,23,209,73,35,183,63,15,205,111,9,7,3,1,2,0
New Jersey,107,415,0,0,0,212,95,36,150,88,12,219,111,9,7,2,2,3,0
New Jersey,48,510,0,1,22,152,63,25,258,131,22,263,109,11,15,5,4,2,1
Tennessee,59,415,0,0,0,160,95,27,251,65,21,273,97,12,5,5,1,3,0
Texas,50,510,0,0,0,188,94,32,203,104,17,151,124,6,11,8,3,3,0
Michigan,50,415,0,1,35,192,97,32,135,101,11,216,101,9,7,2,2,2,0
Mississippi,116,415,0,0,0,217,91,36,216,95,18,148,76,6,11,3,3,2,0
Oklahoma,52,510,0,1,38,169,88,28,225,97,19,172,86,7,8,3,2,0,0
North Dakota,12,510,1,0,0,216,117,36,116,126,9,220,110,9,9,4,2,2,0
North Dakota,105,510,0,0,0,246,83,41,256,101,21,169,151,7,3,4,1,0,0
New York,104,415,0,0,0,156,93,26,193,54,16,222,94,10,13,5,3,1,0
West Virginia,13,415,0,0,0,146,74,24,148,92,12,216,96,9,11,3,3,1,0
West Virginia,67,408,0,0,0,167,91,28,167,69,14,110,71,4,8,12,2,1,0
District of Columbia,148,415,0,1,11,252,129,42,284,88,24,262,99,11,12,1,3,1,0
Minnesota,116,510,0,0,0,201,82,34,231,95,19,226,130,10,16,5,4,0,0
Delaware,131,408,0,0,0,94,80,16,215,101,18,179,108,8,13,9,3,2,0
Vermont,119,510,0,0,0,190,74,32,215,113,18,161,111,7,10,1,2,2,0
New York,94,510,1,0,0,243,109,41,147,88,12,94,99,4,7,4,1,4,0
Oregon,161,415,0,0,0,178,109,30,146,86,12,137,78,6,8,2,2,1,0
Kansas,67,408,0,0,0,201,101,34,97,122,8,202,119,9,7,3,1,0,0
North Dakota,132,415,0,1,31,174,101,29,245,105,20,172,76,7,10,9,2,1,0
New York,44,510,0,0,0,143,77,24,169,114,14,215,77,9,7,4,2,1,0
New York,108,415,0,0,0,154,123,26,112,86,9,246,75,11,15,4,4,4,1
Maine,80,408,0,0,0,322,113,54,222,95,18,162,123,7,6,8,1,0,1
South Dakota,88,415,0,0,0,215,115,36,216,85,18,171,65,7,11,1,3,3,0
Utah,82,510,1,0,0,208,101,35,213,87,18,175,86,7,12,6,3,3,0
Alaska,115,415,0,0,0,245,105,41,159,109,13,229,74,10,7,8,1,0,0
Rhode Island,93,415,0,0,0,98,78,16,249,129,21,248,114,11,14,4,3,1,0
Alabama,72,415,0,0,0,217,93,37,189,113,16,182,91,8,10,5,2,4,0
Delaware,98,415,0,1,29,179,97,30,189,89,16,164,76,7,12,7,3,3,0
Missouri,55,510,0,0,0,189,100,32,118,99,10,248,87,11,17,6,4,0,0
Illinois,130,415,0,0,0,155,95,26,256,97,21,262,103,11,11,3,3,3,0
